x,y,class
2.996714153011233,2.361735698828815,0
3.1476885381006925,4.023029856408026,0
2.265846625276664,2.2658630430508193,0
4.0792128155073915,3.267434729152909,0
2.030525614065048,3.0425600435859645,0
2.0365823071875377,2.034270246429743,0
2.741962271566034,0.5867197553422021,0
0.7750821674869672,1.9377124707590272,0
1.4871688796655762,2.814247332595274,0
1.5919759244787892,1.0876962986647085,0
3.965648768921554,2.274223699513464,0
2.5675282046879238,1.0752518137865432,0
1.9556172754748173,2.6109225897098662,0
1.3490064225776972,2.875698018345672,0
1.899361310081195,2.208306250206723,0
1.898293387770603,4.352278184508938,0
2.486502775262066,1.4422890710440996,0
3.322544912103189,1.2791563500289778,0
2.7088635950047553,0.5403298761202244,0
1.1718139511015695,2.6968612358691235,0
3.2384665799954107,2.6713682811899706,0
2.3843517176117595,2.1988963044107113,0
1.0214780096325726,1.7801557916052912,0
2.0393612290402126,3.5571222262189157,0
2.8436182895684614,0.736959844637266,0
2.824083969394795,2.1149177195836835,0
1.8230779996940414,3.1116762888408678,0
3.530999522495951,3.431280119116199,0
1.6607824767773613,2.1907876241487854,0
2.831263431403564,3.475545127122359,0
2.02082576215471,2.314341023336183,0
1.3936650259939718,1.3037933759193292,0
3.312525822394198,3.8562400285708227,0
2.427989878419666,3.503532897892024,0
2.861636025047634,1.8548802453948756,0
2.861395605508414,4.038036566465969,0
2.4641739608900486,4.064643655814006,0
-0.11974510408974437,3.321902504375224,0
2.587047068238171,2.2009926495341325,0
2.5917607765355024,0.5124310853991072,0
2.280328112162488,2.8571125715117462,0
3.9778940447415163,1.9817297817263526,0
1.6915063971068123,1.9982429564154636,0
3.415402117702074,2.8287511096596845,0
1.9702397962329612,3.013267433113356,0
2.5970775493480405,3.4686449905328893,0
1.7979469061226476,2.1723378534022317,0
2.1078918468678425,1.0364850518678814,0
2.796120277064576,2.761055272179889,0
2.505113456642461,2.265412866624853,0
1.0846292579495858,2.079354677234641,0
2.1572854834732307,1.697722730778381,0
2.338714288333991,2.9040508568145382,0
4.38618590121053,2.674577812831839,0
2.7575503907227645,2.425554084233833,0
0.5812287847009585,2.4734861245507833,0
2.5602302099410266,4.963242112485286,0
2.3076390352188776,2.8015473423336124,0
2.4652882302947567,1.331321962380468,0
3.6428228145150205,3.2519330326867744,0
3.291031947043047,1.590612545205261,0
3.902794310936099,1.0981489372077191,0
3.0868570938002704,4.690455625809978,0
1.5094636748693118,1.933702270397228,0
2.599651365087641,1.9965243458838007,0
0.9493365689338673,2.5685629748060275,0
1.4376962862738951,2.9735924306351817,0
1.5805757657661967,4.04993440501754,0
1.7167467076637628,2.1779384837943243,0
3.31351721736967,1.2691356835660448,0
2.7274599346041293,3.8071427542824283,0
0.8925167654387725,2.684633858532304,0
2.7598827942484236,3.2818228717773104,0
1.263049289121918,1.1795433869157237,0
3.0219415656168978,2.7969846732331862,0
2.7504928503458768,2.846448209496976,0
1.8199752784215093,2.7322536971610036,0
2.793072473298681,1.785648581973632,0
4.365774511144757,2.9738329209117875,0
1.3086965027973514,3.1565536086338297,0
1.5253183297726784,3.287084603742452,0
3.658595579007404,1.6793176816482895,0
3.4633761292443217,2.9127809269364984,0
3.32206015999449,4.396792982653947,0
2.2546118839971294,1.7462638356425104,0
1.6104855703744767,1.6841897150345617,0
2.422898290585896,2.841151974816644,0
2.776690799330019,3.3271832490360236,0
2.513001891877907,3.953534077157317,0
2.235343166762044,5.220169166589619,0
3.125667347765006,1.6428424435837174,0
1.4291075019388877,2.982472415243185,0
2.276537214674149,3.214000494092092,0
2.973237624573545,2.4271710873431274,0
1.653206281931595,0.9851527753141354,0
2.0534850479329787,3.3563987943234723,0
2.7140937441302038,1.254261221288012,0
2.673180925851182,2.885317379728837,0
1.6161425637988671,2.653725105945528,0
2.558208718446,1.357029702169377,0
2.8577873603482833,3.0607845263682343,0
3.583051243175277,3.5538020520349027,0
1.122330632042909,1.562174960084877,0
3.0150352672086598,3.013785950912209,0
3.015047686306048,6.352731490654721,0
3.070890510693167,3.635565640180599,0
3.4540017634932023,3.151391251305798,0
2.1847307553596544,3.2589692204932676,0
1.7271747854624282,2.263181393259991,0
2.0146364521708966,2.5818741393863225,0
4.814658566673509,0.6327348074082519,0
3.1862601903745134,0.8872841288103483,0
2.0280681342105664,3.588950596967366,0
2.5642800190954627,1.4222552220706939,0
1.7846962907400319,3.179597748934676,0
1.7696333682828633,2.716458589581975,0
