x,y,class
0.4246843092192814,0.013845216528855354,0
-0.3004107972805337,-0.1543182169226965,0
-0.1345900659860053,0.18441277454177069,0
-0.15174103449092208,-0.4062773212367321,0
0.2043361136381479,-0.26127553542660326,0
0.5918660084472639,-0.5356079794159135,0
-0.7375274964141376,0.49799069880079694,0
0.5812740416128358,-0.05900146980102981,0
0.39189417036311536,0.1488660365748782,0
0.30666009369398683,-0.08519661558758085,0
1.130962492818804,-0.09449835038232123,0
0.594266329205939,-0.39455406628250245,0
0.6397546861951802,0.650546530113138,0
0.7405586177698406,0.026163824326662338,0
0.27658326143842055,0.11109703911825415,0
0.33430191943864584,0.22864950119900107,0
0.3151429579635034,-0.3526673931936709,0
0.20619562657888826,-0.36872107045717617,0
0.3928757340065701,0.2228229519903234,0
0.2349600794434885,0.06018651113024781,0
0.35439800065287025,0.2607880451966057,0
0.43093967129295907,0.17470560063574508,0
0.190170205665938,0.9711463127634712,0
0.30811303365304143,0.08434268047100232,0
0.42822876002483706,0.6784850104523958,0
0.20775849775762317,0.06187447250773326,0
1.0016388686377504,0.8411976071847215,0
0.6322387287741266,0.2891694397950956,0
0.5953734850900959,0.6403742005383669,0
0.4638699694887494,0.757287540155416,0
0.18368562908937808,0.4597226717921735,0
0.9758982706438102,0.17276617614091622,0
0.19345359552755176,0.4235487066546435,0
0.7629767736354455,0.31169469531648214,0
0.2660734551638256,0.4827776499254703,0
0.8341699193851393,0.9615417136542339,0
0.9092945087085367,0.657349603042457,0
0.6926327593593624,0.7607555418839929,0
0.5804326058600118,0.7099981349929263,0
0.3978664591479497,0.6476708362799708,0
0.5768285161758445,0.9687618653606755,0
-0.07757889685043284,0.8691334530963851,0
-0.07255480792206936,0.6012270519547394,0
0.5183098114537769,0.776272353403731,0
0.41790137815983064,0.8582204380936123,0
0.6188051344303087,0.9628014001683374,0
0.5290831192581951,0.8485074548619629,0
0.8381758941243457,0.6579098305929034,0
0.8318326919213479,1.3330292807581192,0
0.7005385515235951,1.3565171410157584,0
0.6502557005390426,1.608158676038487,0
0.3044100815313008,1.4348000220515966,0
0.3945707778018066,1.1709299426392397,0
0.16296642020068222,1.485031774848767,0
0.6308434085882171,1.7239650340727355,0
-0.05535332206098742,1.2477592468817054,0
0.09387611427829753,1.4200101414864443,0
0.6275075154575407,1.6376310469593234,0
