x,y,class
3.1864409670578593,-0.6312033427822517,0
1.8132885910468988,-2.30260088515361,0
-3.2476433029915195,-0.7076395278905531,0
-3.731177673090888,0.47676800115958434,0
2.421062507158792,-1.5651527602708808,0
-1.7789698771497446,2.2686031680306358,0
2.1756583016980744,3.102841871565504,0
0.4390911322779856,3.3551068806956152,0
-1.8794418250378784,2.028392668655574,0
0.18443525544968906,3.2660766398737655,0
-0.5161721269024565,2.71974304787686,0
-2.4860545602661306,1.2151417668360183,0
-0.1971499635461961,3.114748006145471,0
-1.150111150536208,1.6889535017543662,0
1.554973075557237,1.4666767261340632,0
0.622523182639794,-2.646628820922587,0
-1.8642848154375797,-1.6560209797901322,0
-3.1136841089158285,0.5219206014152695,0
1.2536655038091307,2.215937162562807,0
-1.8826309079518981,-1.3105114255967696,0
-3.579365258492893,1.0593027100499106,0
-0.8621066367355891,2.7553923459105043,0
0.4631329957452857,2.998204872406631,0
-1.7334819901200726,1.4927399237035957,0
-0.10848699217070162,2.7256504795451253,0
3.0549311512484834,0.05691559969111593,0
-1.9069609037375752,1.497236098004022,0
1.6252349950233032,-2.7424428009050317,0
1.6868834504044943,-2.1077713025733744,0
-2.5008424743784587,1.3754915411887898,0
1.5277968038697765,2.2251359062307294,0
-0.7493864379013877,3.8539574645315193,0
-2.9808697205552677,0.27197348884011363,0
-1.5971371798460237,-1.8856585439028923,0
0.2444676271477119,-3.4025013370596997,0
-1.5645939364226231,1.8061366694176648,0
1.4568738163489872,2.7413528537166796,0
1.7448205583193253,-1.0181687464431692,0
-2.13163762492054,0.9552918059158323,0
2.147235148234857,-2.2337532344328412,0
0.3898280098264995,3.346605307648853,0
-0.5455977735716462,-3.0370659665198376,0
0.8895418684145471,-2.8044810658083743,0
2.5162702891377107,1.337063425612015,0
-2.259664830565141,-0.0696828630636265,0
0.790197740725351,2.519047206079766,0
2.2901379395178916,1.5576902530443004,0
-3.5127765282692565,0.3333835499673661,0
-3.15484250096128,0.327630958648978,0
0.46457821969352325,2.066911768570095,0
-2.3315238567561187,2.1360023451218706,0
2.780058588942393,0.3912793011025993,0
1.6921208523788116,2.0543896584269215,0
2.592372806305483,-2.051382234063894,0
-0.9305368507411409,-3.390109104549193,0
-2.559461296331156,-2.336625535895023,0
-2.552782876798067,-0.3764552125813286,0
-2.240540871082925,1.7539220480962692,0
0.08096216035125627,3.164596228280674,0
