X1,X2,X3
0.7000000000000001,-0.5999999999999999,1.45
-0.019999999999999907,-0.655,2.71
-0.6485,0.8169999999999997,3.679
-0.7149500000000001,2.6445,3.4557999999999995
-0.15528500000000015,3.3436399999999997,2.038299999999999
0.6177894999999999,2.242948,0.36554799999999926
1.00866955,0.03860579999999986,-0.362879600000001
0.6884924350000002,-1.6764009400000006,0.39831663999999894
-0.13833739249999985,-1.5975929780000009,2.084614479999999
-0.8653694856499999,0.269274919799999,3.399423248799999
-0.9317869166450002,2.545864975099999,3.275447358159999
-0.2572234374245004,3.4742139690939995,1.7075883114159993
0.6721348097327496,2.2521478682550002,-0.19120115769680074
1.1499519968822352,-0.3013032032256998,-0.9930222624029612
0.7831894899539998,-2.2969748087504422,-0.04088319544234524
-0.18932105855966372,-2.1790589091661494,2.0056766426826513
-1.0495135305662069,0.05840002794646232,3.6127904698711397
-1.1297948508733926,2.789171482793603,3.510697722624524
-0.3302855251235204,3.9267712754777744,1.6854984967745532
0.7757889207266614,2.509800388726611,-0.547692989256017
1.3503731748325174,-0.5008730440093576,-1.4924806837618576
0.923420810965823,-2.867037369283693,-0.3601544542426008
-0.22636991445367613,-2.7349971479937647,2.0767737252517526
-1.249038846675318,-0.08396809922721821,4.002030827535421
-1.3501160186129084,3.166274790087205,3.9035867752385816
-0.4058929273280091,4.538442525989663,1.7544464413436478
0.9076970058641648,2.8796717438613,-0.892444127843828
1.596238851659238,-0.6835897734143916,-2.022578395038042
1.09755817281291,-3.500211728875863,-0.6899491286696249
-0.2632946065223789,-3.3621290632606495,2.200234621172296
-1.4803329464738433,-0.22878078689125741,4.496923298145242
-1.6081853689333472,3.6333488700847303,4.3993100727299685
-0.49395003798724835,5.282817027118893,1.8626144700784464
1.0653471951263545,3.337174091471478,-1.2797128825669988
1.8897684015180203,-0.8834034388465333,-2.6356821578622016
1.3069996006774907,-4.238924536291338,-1.0709618049123055
-0.3039851995661951,-4.099450237785677,2.3538002364220283
-1.7525877184032064,-0.398097737423823,5.091042266724884
-1.913931633773727,4.189387300476761,4.996039187801588
-0.5993574643041532,6.170492474619971,2.0004693380568677
1.2513751426225412,3.8876606160414067,-1.7312182505470635
2.2382294062331054,-1.1121950500040183,-3.358958156183287
1.5572478193520047,-5.110232385572977,-1.5228492324310492
-0.34987595950968087,-4.974214953667121,2.5345186079081308
-2.074106187436603,-0.6025755261011663,5.796050534082284
-2.277035858365108,4.845922481524599,5.7075210066101585
-0.7262453860472063,7.224572525953049,2.1698430323253444
1.4702804582972426,4.54624498980054,-2.261928185619181
2.6513993632126196,-1.3768026468460657,-4.215836449985547
1.8558261775495997,-6.1403185195863434,-2.061802661304921
