X,Y,Z
1.0,1.0,1.0
1.00316928233141,1.1298857733981296,0.9920483158451071
1.0125041985315202,1.2600308486856726,0.9848860498123406
1.0277685379555133,1.391200042270808,0.9785547502206732
1.0487570040203873,1.5241504103857895,0.9731091246173164
1.0752952142049574,1.659631249086947,0.968617039777721
1.1072397000498542,1.7983840942546858,0.9651595217055767
1.1444779071575246,1.9411427215934873,0.9628307556328128
1.1869210695969603,2.088646624673943,0.9617475971204836
1.2345465333008332,2.2415911455779103,0.962050780673965
1.287429418406713,2.4005732261153865,0.9638657612150066
1.3456631214798442,2.5662113693694057,0.9673456111103804
1.4093556057383982,2.739151555837515,0.9726737539082163
1.4786294010534726,2.920067243431774,0.9800639643380017
1.55362160394909,3.109659367478754,0.9897603683105816
1.6344838776021995,3.3086563407195397,1.0020374429181587
1.7213824518426768,3.5178140533097304,1.0172000164342936
1.814498123153323,3.7379158728194355,1.0355832683139043
1.914026254669865,3.9697726442332772,1.0575527291932667
2.020211362582273,4.214137638493063,1.0836328746561805
2.13339623074651,4.471743189218728,1.1143167130746208
2.253942657445443,4.743418712969729,1.1499941052983418
2.382228306146888,5.030007574106534,1.1911704576384246
2.5186467318386434,5.33236695630057,1.2384669778999957
2.6636073810284886,5.651367862534214,1.2926206753822296
2.8175355917441856,5.987895115100809,1.354484360878348
2.9808725935334746,6.342847355604646,1.4250266466756174
3.1540755074640807,6.717137044960979,1.5053319465553534
3.33761734612371,7.111690463396017,1.5966004757929182
3.5319870136200455,7.527447710446921,1.700148251157719
3.7376893055807576,7.965362704961818,1.8174070909132118
3.955244909153496,8.426403185099785,1.9499246148168996
4.1851727175337095,8.911469171608234,2.0993809855093057
4.4272821638345645,9.417989895412495,2.268368277986041
4.682222625498094,9.946788095776752,2.4591477421787546
4.951122456206053,10.500748539745556,2.6737413966251453
5.23498505446676,11.082107431654347,2.914447216741195
5.534688863615085,11.692452413129448,3.1838391348211674
5.85098737181245,12.332722563088053,3.484767040037604
6.184509112046836,13.003208397738247,3.820356778441331
6.53575766213278,13.703551870578998,4.194010152961457
6.9051116447113685,14.432746372400143,4.609404923405365
7.292824727250249,15.189136731282414,5.070494806458726
7.699025622043623,15.970419212597424,5.581509475685493
8.123718086212243,16.77364151900765,6.146954561527892
8.566780921703423,17.595202790466477,6.771611651306438
9.027967975291027,18.430853604218157,7.460538289219928
9.506908138575476,19.275695974797816,8.21906797634543
10.003105347983743,20.124183354031473,9.052810170638304
10.515938584769366,20.970120631036032,9.967650286932193
11.04466187501243,21.806664132219275,10.969749696939012
11.588404289619564,22.626321621279843,12.06554572924895
12.146068325464222,23.42113768536655,13.261112688925023
12.714680826705003,24.182606254340726,14.553331032937251
13.29121092414366,24.89483064646185,15.942981287999398
13.872517771956804,25.54092328296355,17.431179839354886
